language,text,category,number
zh_tw,你聽到那個故事了嗎？,DailyLife,1240
zh_tw,你聽到那個故事了嗎？,DailyLife,1241
zh_tw,你還記得那件事嗎？,DailyLife,1242
zh_tw,你怎麼知道那件事的？,DailyLife,1243
zh_tw,你還記得那個地方嗎？,DailyLife,1244
zh_tw,你讀完那本書了嗎？,DailyLife,1245
zh_tw,你讀過那本書嗎？,DailyLife,1246
zh_tw,你讀過那本書嗎？,DailyLife,1247
zh_tw,你知道那是什麼嗎？,DailyLife,1248
zh_tw,你怎麼知道的？,DailyLife,1249
zh_tw,問那個是什麼意思？,DailyLife,1250
zh_tw,是什麼讓你買的？,DailyLife,1251
zh_tw,是什麼讓你那麼做的？,DailyLife,1252
zh_tw,你真的能做到那一點嗎？,DailyLife,1253
zh_tw,你試過那個嗎？,DailyLife,1254
zh_tw,你從哪兒弄來的？,DailyLife,1255
zh_tw,問那個是什麼意思？,DailyLife,1256
zh_tw,是什麼讓你買的？,DailyLife,1257
zh_tw,你願意和我一起去嗎？,DailyLife,1258
zh_tw,你願意和我一起去嗎？,DailyLife,1259
zh_tw,你想和我一起走嗎？,DailyLife,1260
zh_tw,你想和我一起學習嗎？,DailyLife,1261
zh_tw,你想和我一起去看電影嗎？,DailyLife,1262
zh_tw,你想和我一起看電影嗎？,DailyLife,1263
zh_tw,我們可以聊一會兒嗎？,DailyLife,1264
zh_tw,你想和我一起吃晚飯嗎？,DailyLife,1265
zh_tw,你想和我一起去喝杯咖啡嗎？,DailyLife,1266
zh_tw,你在等我嗎？,DailyLife,1267
zh_tw,你還記得我嗎？,DailyLife,1268
zh_tw,你相信我嗎？,DailyLife,1269
zh_tw,你爲什麼躲着我？,DailyLife,1270
zh_tw,你喜歡我嗎？,DailyLife,1271
zh_tw,你那樣對我時在想什麼？,DailyLife,1272
zh_tw,你不是騙了我嗎？,DailyLife,1273
zh_tw,你騙了我，對吧？,DailyLife,1274
zh_tw,你對我感興趣嗎？,DailyLife,1275
zh_tw,你打算對我說什麼？,DailyLife,1276
zh_tw,你想對我說什麼？,DailyLife,1277
zh_tw,你給我發短信了嗎？,DailyLife,1278
zh_tw,你對我隱瞞了什麼？,DailyLife,1279
zh_tw,你需要我幫個忙嗎？,DailyLife,1280
zh_tw,你願意對我誠實嗎？,DailyLife,1281
zh_tw,你能對我誠實嗎？,DailyLife,1282
zh_tw,你對我失望嗎？,DailyLife,1283
zh_tw,你爲什麼騙我？,DailyLife,1284
zh_tw,你在想什麼，那樣對我？,DailyLife,1285
zh_tw,你給我什麼眼神？,DailyLife,1286
zh_tw,你爲什麼那樣對我說？,DailyLife,1287
zh_tw,你怎麼了，爲什麼這麼生我的氣？,DailyLife,1288
zh_tw,你能給我打電話嗎？,DailyLife,1289
zh_tw,您打電話了嗎？,DailyLife,1290
zh_tw,你對我真誠嗎？,DailyLife,1291
zh_tw,你有什麼話要對我說嗎？,DailyLife,1292
zh_tw,你生我的氣嗎？,DailyLife,1293
zh_tw,你生我的氣嗎？,DailyLife,1294
zh_tw,你聽說我的計劃了嗎？,DailyLife,1295
zh_tw,你同意我的計劃嗎？,DailyLife,1296
zh_tw,你同意我的計劃嗎？,DailyLife,1297
zh_tw,你聽到我的歌了嗎？,DailyLife,1298
zh_tw,你看到我的筆記本電腦了嗎？,DailyLife,1299
zh_tw,你需要我的幫助嗎？,DailyLife,1300
zh_tw,你在聽我說嗎？,DailyLife,1301
zh_tw,你聽到我說的話了嗎？,DailyLife,1302
zh_tw,你相信我嗎？,DailyLife,1303
zh_tw,你明白我的意思嗎？,DailyLife,1304
zh_tw,你明白我說的話嗎？,DailyLife,1305
zh_tw,你同意我說的話嗎？,DailyLife,1306
zh_tw,你還記得我說的話嗎？,DailyLife,1307
zh_tw,你聽到我說的話了嗎？,DailyLife,1308
zh_tw,你相信我嗎？,DailyLife,1309
zh_tw,你明白我的意思嗎？,DailyLife,1310
zh_tw,你明白我說的話嗎？,DailyLife,1311
zh_tw,你收到我的消息了嗎？,DailyLife,1312
zh_tw,你看到我的消息了嗎？,DailyLife,1313
zh_tw,你爲什麼沒看到我的消息？,DailyLife,1314
zh_tw,你看了我的消息嗎？,DailyLife,1315
zh_tw,你查看了我的消息嗎？,DailyLife,1316
zh_tw,你收到我的消息了嗎？,DailyLife,1317
zh_tw,你不想聽我的聲音嗎？,DailyLife,1318
zh_tw,你能聽到我嗎？,DailyLife,1319
zh_tw,你聽到我的聲音了嗎？,DailyLife,1320
zh_tw,你能清楚地聽到我嗎？,DailyLife,1321
zh_tw,你喜歡我的聲音嗎？,DailyLife,1322
zh_tw,你能聽到我嗎？,DailyLife,1323
zh_tw,你看過我的東西嗎？,DailyLife,1324
zh_tw,你把我的東西放在哪裏了？,DailyLife,1325
zh_tw,你以前來過我的房間嗎？,DailyLife,1326
zh_tw,你還記得我的電話號碼嗎？,DailyLife,1327
zh_tw,你保存了我的號碼嗎？,DailyLife,1328
zh_tw,你喜歡我的照片嗎？,DailyLife,1329
zh_tw,你看到我的照片了嗎？,DailyLife,1330
zh_tw,你覺得我怎麼樣？,DailyLife,1331
zh_tw,你在想我嗎？,DailyLife,1332
zh_tw,你明白我在想什麼嗎？,DailyLife,1333
zh_tw,你覺得我怎麼樣？,DailyLife,1334
zh_tw,你的想法和我不同嗎？,DailyLife,1335
zh_tw,你在想我嗎？,DailyLife,1336
zh_tw,你還記得我的生日嗎？,DailyLife,1337
zh_tw,你給我生日禮物了嗎？,DailyLife,1338
zh_tw,你還記得我說的話嗎？,DailyLife,1339
zh_tw,你在聽我說嗎？,DailyLife,1340
zh_tw,你在聽我說嗎？,DailyLife,1341
zh_tw,你在聽我說嗎？,DailyLife,1342
zh_tw,你聽到我說的話了嗎？,DailyLife,1343
zh_tw,你聽到我說的話了嗎？,DailyLife,1344
zh_tw,你相信我嗎？,DailyLife,1345
zh_tw,你明白我的意思嗎？,DailyLife,1346
zh_tw,你明白我的意思嗎？,DailyLife,1347
zh_tw,你真的在聽我說嗎？,DailyLife,1348
zh_tw,你相信我嗎？,DailyLife,1349
zh_tw,你對我所說的感興趣嗎？,DailyLife,1350
zh_tw,你願意坐在我旁邊嗎？,DailyLife,1351
zh_tw,你穿了我的衣服嗎？,DailyLife,1352
zh_tw,你同意我的觀點嗎？,DailyLife,1353
zh_tw,你徵求過我的意見嗎？,DailyLife,1354
zh_tw,你還記得我的名字嗎？,DailyLife,1355
zh_tw,你還記得我的名字嗎？,DailyLife,1356
zh_tw,你還記得我的名字嗎？,DailyLife,1357
zh_tw,你叫我的名字了嗎？,DailyLife,1358
zh_tw,你收到我的電子郵件了嗎？,DailyLife,1359
zh_tw,你查了我的電子郵件嗎？,DailyLife,1360
zh_tw,你在聽我的故事嗎？,DailyLife,1361
zh_tw,你聽到我的故事了嗎？,DailyLife,1362
zh_tw,你看到我的座位了嗎？,DailyLife,1363
zh_tw,你坐在我座位上嗎？,DailyLife,1364
zh_tw,你看到我的自行車了嗎？,DailyLife,1365
zh_tw,你接我的電話了嗎？,DailyLife,1366
zh_tw,你沒接我的電話嗎？,DailyLife,1367
zh_tw,你爲什麼沒有接我的電話？,DailyLife,1368
zh_tw,你知道我的愛好嗎？,DailyLife,1369
zh_tw,你知道我的朋友嗎？,DailyLife,1370
zh_tw,你知道我的朋友嗎？,DailyLife,1371
zh_tw,你還記得我的朋友嗎？,DailyLife,1372
zh_tw,你見過我的朋友嗎？,DailyLife,1373
zh_tw,你看到我的電腦了嗎？,DailyLife,1374
zh_tw,你用過我的電腦嗎？,DailyLife,1375
zh_tw,你覺得我看起來奇怪嗎？,DailyLife,1376
zh_tw,你看到我的手機了嗎？,DailyLife,1377
zh_tw,你明天會和我一起去嗎？,DailyLife,1378
zh_tw,你明天會和我一起去嗎？,DailyLife,1379
zh_tw,你明天想和我一起吃午飯嗎？,DailyLife,1380
zh_tw,你知道明天的天氣會怎麼樣嗎？,DailyLife,1381
zh_tw,你明天要見誰？,DailyLife,1382
zh_tw,你明天打算見誰？,DailyLife,1383
zh_tw,你明天打算什麼時候出來？,DailyLife,1384
zh_tw,你明天什麼時間有空見面？,DailyLife,1385
zh_tw,你明天什麼時間來？,DailyLife,1386
zh_tw,你計劃明天什麼時間起牀？,DailyLife,1387
zh_tw,你明天打算吃什麼？,DailyLife,1388
zh_tw,你明天打算穿什麼？,DailyLife,1389
zh_tw,你明天打算做什麼？,DailyLife,1390
zh_tw,你明天有什麼計劃？,DailyLife,1391
zh_tw,你明天有什麼計劃？,DailyLife,1392
zh_tw,你明天忙嗎？,DailyLife,1393
zh_tw,你明天忙嗎？,DailyLife,1394
zh_tw,你明天忙嗎？,DailyLife,1395
zh_tw,你聽說明天要下雨了嗎？,DailyLife,1396
zh_tw,明天會下雨嗎？,DailyLife,1397
zh_tw,你覺得明天會下雨嗎？,DailyLife,1398
zh_tw,你明天休息嗎？,DailyLife,1399
zh_tw,你明天休息嗎？,DailyLife,1400
zh_tw,你明天休息嗎？,DailyLife,1401
zh_tw,你明天休息嗎？,DailyLife,1402
zh_tw,你明天有時間嗎？,DailyLife,1403
zh_tw,你明天有時間嗎？,DailyLife,1404
zh_tw,你明天有時間嗎？,DailyLife,1405
zh_tw,你明天有考試嗎？,DailyLife,1406
zh_tw,你明天早上有時間嗎？,DailyLife,1407
zh_tw,你明天有什麼計劃嗎？,DailyLife,1408
zh_tw,你明天有會議或約會嗎？,DailyLife,1409
zh_tw,你明天有會議或約會嗎？,DailyLife,1410
zh_tw,你明天有什麼計劃？,DailyLife,1411
zh_tw,你明天有什麼計劃？,DailyLife,1412
zh_tw,你明天什麼時間有空見面？,DailyLife,1413
zh_tw,你明天想去看電影嗎？,DailyLife,1414
zh_tw,你明天想看電影嗎？,DailyLife,1415
zh_tw,你明天會早些離開嗎？,DailyLife,1416
zh_tw,你明天會早起嗎？,DailyLife,1417
zh_tw,你明天會早起嗎？,DailyLife,1418
zh_tw,你明天能早起嗎？,DailyLife,1419
zh_tw,你明天要去上班嗎？,DailyLife,1420
zh_tw,你明天會工作嗎？,DailyLife,1421
zh_tw,你明天想一起吃午飯嗎？,DailyLife,1422
zh_tw,我們明天一起吃午飯怎麼樣。,DailyLife,1423
zh_tw,你明天什麼時間去上班？,DailyLife,1424
zh_tw,你明天要去上班嗎？,DailyLife,1425
zh_tw,你計劃明天什麼時間下班？,DailyLife,1426
zh_tw,你明天也會工作嗎？,DailyLife,1427
zh_tw,你經常去唱歌的地方嗎？,DailyLife,1428
zh_tw,你剛纔在和誰說話？,DailyLife,1429
zh_tw,您喜歡哪一類電影？,DailyLife,1430
zh_tw,你喜歡什麼類型的音樂？,DailyLife,1431
zh_tw,你想喝什麼？,DailyLife,1432
zh_tw,你想吃什麼？,DailyLife,1433
zh_tw,你在找什麼？,DailyLife,1434
zh_tw,你喜歡拍照嗎？,DailyLife,1435
zh_tw,你開始新工作了嗎？,DailyLife,1436
zh_tw,你吃早餐了嗎？,DailyLife,1437
zh_tw,你想去哪裏？,DailyLife,1438
zh_tw,你去哪兒？,DailyLife,1439
zh_tw,您在哪兒住？,DailyLife,1440
zh_tw,您在哪兒住？,DailyLife,1441
zh_tw,你想去哪裏？,DailyLife,1442
zh_tw,你在哪裏買的那套衣服？,DailyLife,1443
zh_tw,你從哪裏來？,DailyLife,1444
zh_tw,你在哪兒工作？,DailyLife,1445
zh_tw,你在哪兒工作？,DailyLife,1446
zh_tw,你最喜歡的顏色是什麼？,DailyLife,1447
zh_tw,你最喜歡的食物是什麼？,DailyLife,1448
zh_tw,您喜歡什麼音樂？,DailyLife,1449
zh_tw,你昨天看那部電影了嗎？,DailyLife,1450
zh_tw,你昨天遇到了誰？,DailyLife,1451
zh_tw,你昨天睡懶覺了嗎？,DailyLife,1452
zh_tw,你昨天吃了什麼？,DailyLife,1453
zh_tw,你昨天做了什麼？,DailyLife,1454
zh_tw,你昨天去哪兒了？,DailyLife,1455
zh_tw,是什麼讓你昨晚睡得這麼晚？,DailyLife,1456
zh_tw,是什麼讓你昨天睡懶覺的？,DailyLife,1457
zh_tw,爲什麼你昨天沒有給我打電話？,DailyLife,1458
zh_tw,你昨天鍛鍊了嗎？,DailyLife,1459
zh_tw,你昨天早睡了嗎？,DailyLife,1460
zh_tw,你昨晚睡得怎麼樣？,DailyLife,1461
zh_tw,你昨晚吃了什麼晚飯？,DailyLife,1462
zh_tw,你昨天的會議怎麼樣？,DailyLife,1463
zh_tw,你什麼時候回來？,DailyLife,1464
zh_tw,你什麼時候到？,DailyLife,1465
zh_tw,你什麼時候回來？,DailyLife,1466
zh_tw,你打算什麼時候回來？,DailyLife,1467
zh_tw,你什麼時候能休息？,DailyLife,1468
zh_tw,你什麼時候來？,DailyLife,1469
zh_tw,你打算什麼時候回家？,DailyLife,1470
zh_tw,你打算什麼時候離開？,DailyLife,1471
zh_tw,你是什麼時候到達韓國的？,DailyLife,1472
zh_tw,你認爲你什麼時候能完成？,DailyLife,1473
zh_tw,你喜歡旅行嗎？,DailyLife,1474
zh_tw,你喜歡旅行嗎？,DailyLife,1475
zh_tw,你有制定任何旅行計劃嗎？,DailyLife,1476
zh_tw,你喜歡旅行嗎？,DailyLife,1477
zh_tw,你喜歡旅行嗎？,DailyLife,1478
zh_tw,你在學英語嗎？,DailyLife,1479
zh_tw,你想去看電影嗎？,DailyLife,1480
zh_tw,你經常看電影嗎？,DailyLife,1481
zh_tw,你打算什麼時候去看電影？,DailyLife,1482
zh_tw,你經常去看電影嗎？,DailyLife,1483
zh_tw,今天怎麼樣？,DailyLife,1484
zh_tw,今天怎麼樣？,DailyLife,1485
zh_tw,今天怎麼樣？,DailyLife,1486
zh_tw,今天天氣怎麼樣？,DailyLife,1487
zh_tw,今天天氣怎麼樣？,DailyLife,1488
zh_tw,今天的天氣怎麼樣？,DailyLife,1489
zh_tw,你覺得今天天氣好嗎？,DailyLife,1490
zh_tw,你今天要見誰？,DailyLife,1491
zh_tw,你今天遇到了誰？,DailyLife,1492
zh_tw,你今天早上是什麼時候醒來的？,DailyLife,1493
zh_tw,你今晚是什麼時候睡覺的？,DailyLife,1494
zh_tw,你今天是什麼時候來上班的？,DailyLife,1495
zh_tw,你今天吃了什麼？,DailyLife,1496
zh_tw,你今天學到了什麼？,DailyLife,1497
zh_tw,你今天打算穿什麼？,DailyLife,1498
zh_tw,你今天打算穿什麼？,DailyLife,1499
zh_tw,你今天打算做什麼？,DailyLife,1500
zh_tw,你今天做了什麼？,DailyLife,1501
zh_tw,你今天做了什麼？,DailyLife,1502
zh_tw,你今天忙嗎？,DailyLife,1503
zh_tw,你今天忙嗎？,DailyLife,1504
zh_tw,你今天的課怎麼樣？,DailyLife,1505
zh_tw,你今天做完作業了嗎？,DailyLife,1506
zh_tw,你今天休息嗎？,DailyLife,1507
zh_tw,你今天有會議或預約嗎？,DailyLife,1508
zh_tw,是什麼讓你今天這麼晚纔來？,DailyLife,1509
zh_tw,今天怎麼了？ 你真忙？,DailyLife,1510
zh_tw,你今天看起來很累，發生什麼事了？,DailyLife,1511
zh_tw,你今天看起來很累，怎麼了？,DailyLife,1512
zh_tw,你今天怎麼了？ 你看起來真的很沮喪？,DailyLife,1513
zh_tw,你今天怎麼了？ 你看起來真的很沮喪？,DailyLife,1514
zh_tw,是什麼讓你今天遲到了？,DailyLife,1515
zh_tw,是什麼讓你今天遲到了？,DailyLife,1516
zh_tw,你今天看起來很累，發生什麼事了？,DailyLife,1517
zh_tw,是什麼讓你今天這麼早來的？,DailyLife,1518
zh_tw,你今天鍛鍊了嗎？,DailyLife,1519
zh_tw,你今天有很多事情要做嗎？,DailyLife,1520
zh_tw,你今天工作很多嗎？,DailyLife,1521
zh_tw,你今天早起了嗎？,DailyLife,1522
zh_tw,你今天早退了嗎？,DailyLife,1523
zh_tw,你今晚晚餐吃什麼？,DailyLife,1524
zh_tw,你今晚打算做什麼？,DailyLife,1525
zh_tw,你今晚有時間嗎？,DailyLife,1526
zh_tw,你今天想一起吃午飯嗎？,DailyLife,1527
zh_tw,你今天吃午飯了嗎？,DailyLife,1528
zh_tw,你今天午飯吃什麼？,DailyLife,1529
zh_tw,你今天去上班了嗎？,DailyLife,1530
zh_tw,你今天什麼時間下班？,DailyLife,1531
zh_tw,你今天過得怎麼樣？,DailyLife,1532
zh_tw,你今天去上班了嗎？,DailyLife,1533
zh_tw,你今天工作怎麼樣？,DailyLife,1534
zh_tw,今天的會議長嗎？,DailyLife,1535
zh_tw,你今天的會議怎麼樣？,DailyLife,1536
zh_tw,你今天有會議嗎？,DailyLife,1537
zh_tw,你今天開會了嗎？,DailyLife,1538
zh_tw,你怎麼了？,DailyLife,1539
zh_tw,你着什麼急？ 你爲什麼說得這麼快？,DailyLife,1540
zh_tw,您着什麼急啊？,DailyLife,1541
zh_tw,你到底去了哪裏？,DailyLife,1542
zh_tw,你怎麼了，這麼忙？,DailyLife,1543
zh_tw,您着什麼急啊？,DailyLife,1544
zh_tw,你怎麼了，看起來這麼沮喪？,DailyLife,1545
zh_tw,有什麼好笑的？,DailyLife,1546
zh_tw,有什麼好笑的？,DailyLife,1547
zh_tw,你這是怎麼了？ 你突然變得這麼安靜？,DailyLife,1548
zh_tw,你看起來很疲憊，發生什麼事了？,DailyLife,1549
zh_tw,你看起來好累啊，怎麼了？,DailyLife,1550
zh_tw,是什麼讓你這麼激動？,DailyLife,1551
zh_tw,你怎麼了，看起來很難過？,DailyLife,1552
zh_tw,你到底去了哪裏？,DailyLife,1553
zh_tw,你爲什麼沒給我打電話？,DailyLife,1554
zh_tw,怎麼了，爲什麼哭？,DailyLife,1555
zh_tw,你爲什麼哭？,DailyLife,1556
zh_tw,是什麼讓你微笑？,DailyLife,1557
zh_tw,你們在笑什麼？,DailyLife,1558
zh_tw,你怎麼這麼安靜？,DailyLife,1559
zh_tw,你爲什麼沒給我打電話？,DailyLife,1560
zh_tw,你最近在讀什麼？,DailyLife,1561
zh_tw,最近什麼引起了你的興趣？,DailyLife,1562
zh_tw,你最近的日程安排怎麼樣？,DailyLife,1563
zh_tw,你最近怎麼樣？,DailyLife,1564
zh_tw,你帶傘了嗎？,DailyLife,1565
zh_tw,你經常鍛鍊嗎？,DailyLife,1566
zh_tw,你經常鍛鍊嗎？,DailyLife,1567
zh_tw,你在鍛鍊時會聽音樂嗎？,DailyLife,1568
zh_tw,你經常聽音樂嗎？,DailyLife,1569
zh_tw,你知道這家店嗎？,DailyLife,1570
zh_tw,你以前聽過這首歌嗎？,DailyLife,1571
zh_tw,你聽過這首歌嗎？,DailyLife,1572
zh_tw,你能跟着這首歌唱嗎？,DailyLife,1573
zh_tw,你知道這首歌嗎？,DailyLife,1574
zh_tw,你喜歡這首歌嗎？,DailyLife,1575
zh_tw,你喜歡這首歌嗎？,DailyLife,1576
zh_tw,你對這個問題有什麼看法？,DailyLife,1577
zh_tw,你明白這個問題嗎？,DailyLife,1578
zh_tw,你能解決這個問題嗎？,DailyLife,1579
zh_tw,你能解決這個問題嗎？,DailyLife,1580
zh_tw,你喜歡這張照片嗎？,DailyLife,1581
zh_tw,你喜歡這張照片嗎？,DailyLife,1582
zh_tw,你試過這個應用程序嗎？,DailyLife,1583
zh_tw,你覺得這部電影怎麼樣？,DailyLife,1584
zh_tw,你覺得這套衣服怎麼樣？,DailyLife,1585
zh_tw,你覺得這食物好吃嗎？,DailyLife,1586
zh_tw,你試過這個嗎？,DailyLife,1587
zh_tw,你見過這個嗎？,DailyLife,1588
zh_tw,你從哪裏得到這個的？,DailyLife,1589
zh_tw,你怎麼知道這個的？,DailyLife,1590
zh_tw,你喜歡這個嗎？,DailyLife,1591
zh_tw,你知道那個人嗎？,DailyLife,1592
zh_tw,你和那個人是朋友嗎？,DailyLife,1593
zh_tw,你知道那個人嗎？,DailyLife,1594
zh_tw,你喜歡那個人嗎？,DailyLife,1595
zh_tw,你有沒有心情看那部電影？,DailyLife,1596
zh_tw,你吃飯了嗎？,DailyLife,1597
zh_tw,你晚餐想吃什麼？,DailyLife,1598
zh_tw,你晚餐吃什麼？,DailyLife,1599
zh_tw,你想一起吃午飯嗎？,DailyLife,1600
zh_tw,你吃午飯了嗎？,DailyLife,1601
zh_tw,你吃午飯了嗎？,DailyLife,1602
zh_tw,您吃了什麼？,DailyLife,1603
zh_tw,你午餐打算吃什麼？,DailyLife,1604
zh_tw,你通常在哪裏學習？,DailyLife,1605
zh_tw,你通常在哪裏工作？,DailyLife,1606
zh_tw,你通常喜歡什麼類型的電影？,DailyLife,1607
zh_tw,你週末有什麼計劃嗎？,DailyLife,1608
zh_tw,週末你吃了什麼？,DailyLife,1609
zh_tw,這個週末你打算吃什麼？,DailyLife,1610
zh_tw,你這個週末打算做什麼？,DailyLife,1611
zh_tw,你週末有什麼計劃？,DailyLife,1612
zh_tw,你週末做了什麼？,DailyLife,1613
zh_tw,你週末做了什麼？,DailyLife,1614
zh_tw,你這個週末打算去海灘嗎？,DailyLife,1615
zh_tw,你週末休息得好嗎？,DailyLife,1616
zh_tw,你週末有什麼計劃嗎？,DailyLife,1617
zh_tw,你週末有什麼計劃嗎？,DailyLife,1618
zh_tw,這個週末你想看電影嗎？,DailyLife,1619
