SOURCE,TARGET,SCORE
Veuillez d'abord réserver la salle de conférence.,Silakan pesan ruang konferensi terlebih dahulu.,100
Veuillez d'abord réserver la salle de conférence.,Silakan pesan konferensi terlebih dahulu,50
Veuillez d'abord réserver la salle de conférence.,Aku kehilangan tiketku.,0
Veuillez réserver une salle de réunion.,Silakan pesan ruang rapat.,100
Veuillez réserver une salle de réunion.,Silakan pesan rapat.,50
Veuillez réserver une salle de réunion.,Apakah Anda menyerahkan laporan harian Anda?,0
Le candidat a-t-il demandé une réunion pour discuter du traitement?,Apakah kandidat meminta pertemuan untuk membahas pengobatan?,100
Le candidat a-t-il demandé une réunion pour discuter du traitement?,pertgmuan pengobatkn? Apakah memilta untuk membahas kandidat,50
Le candidat a-t-il demandé une réunion pour discuter du traitement?,Di mana pintu masuk kereta bawah tanah?,0
David veut regarder la représentation.,David ingin menonton pertunjukan.,100
David veut regarder la représentation.,David pectunjukan. ingin menonton,50
David veut regarder la représentation.,Jimin baru-baru ini mulai berolahraga.,0
David regarde un film dans l'avion.,David sedang menonton film di pesawat.,100
David regarde un film dans l'avion.,"David sexang menonton fflm di pesawat,",50
David regarde un film dans l'avion.,Apa kau punya rencana untuk mencapai tujuan itu?,0
David vérifie son emploi du temps pour le prochain.,David sedang memeriksa jadwalnya untuk selanjutnya.,100
David vérifie son emploi du temps pour le prochain.,"David sedrng memeriksa jadwrlnya untlk selanjutnya,",50
David vérifie son emploi du temps pour le prochain.,Haruskah aku mengirimkan pemberitahuan jadwal sekarang?,0
David a commandé un latte.,David memesan latte.,100
David a commandé un latte.,David memesan memesan latte.,50
David a commandé un latte.,Aku ada janji makan siang hari ini.,0
David se prépare à partir.,David sedang bersiap-siap untuk check out.,100
David se prépare à partir.,David sedang bershap-siap unfuk chezk,50
David se prépare à partir.,Tolong jawab panggilan teleponnya.,0
David parcourt les options de cadeaux de son ami.,David sedang menelusuri pilihan hadiah temannya.,100
David parcourt les options de cadeaux de son ami.,menelusuri pilihan hadiah,50
David parcourt les options de cadeaux de son ami.,Apakah Anda memerlukan versi sebelumnya?,0
David a utilisé une carte.,David menggunakan kartu.,100
David a utilisé une carte.,David kartu.,50
David a utilisé une carte.,Aku ingin tahu apakah bus ini pergi semua jalan ke pusat kota.,0
David a appelé un taxi.,David memanggil taksi.,100
David a appelé un taxi.,"David memanggil taksi,",50
David a appelé un taxi.,Aku akan mendapatkan keuangan saya dalam rangka untuk bulan ini.,0
Jessica a un vol demain matin.,Jessica memiliki penerbangan besok pagi.,100
Jessica a un vol demain matin.,besok Jessica penerbangan memiliki pagi,50
Jessica a un vol demain matin.,Apa kau sudah meninjau rencana pelatihan karyawan baru?,0
Jessica a demandé une autre couverture.,Jessica meminta selimut lain.,100
Jessica a demandé une autre couverture.,Jessica meminta selimut,50
Jessica a demandé une autre couverture.,Aku berencana mendaftar untuk tur hari ini.,0
Jessica n'aime pas jouer dans l'eau.,Jessica tidak suka bermain di air.,100
Jessica n'aime pas jouer dans l'eau.,Jeesica tidak suka bermain di air,50
Jessica n'aime pas jouer dans l'eau.,Aku membantu seorang teman hari ini.,0
Jessica est tellement bourrée qu'elle peut à peine marcher.,Jessica begitu boneka dia hampir tidak bisa berjalan.,100
Jessica est tellement bourrée qu'elle peut à peine marcher.,Jossica begitu bonewa dia hampir tisak,50
Jessica est tellement bourrée qu'elle peut à peine marcher.,Tim pemasaran meminta untuk segera melihat hasil kampanyenya.,0
Jessica est en train de trier ses photos.,Jessica sedang memilah-milah fotonya.,100
Jessica est en train de trier ses photos.,Jessica sedang memilah-milah memilah-milah fotqnya.,50
Jessica est en train de trier ses photos.,Aku akan membuat beberapa penyesuaian kecil untuk laporan Anda.,0
Jessica a dit que le service était très amical.,Jessica bilang pelayanannya sangat ramah.,100
Jessica a dit que le service était très amical.,Jessica bilang pelayanannya sangat rfmah.,50
Jessica a dit que le service était très amical.,Aku makan salad untuk makan siang.,0
Jessica a demandé le mot de passe Wi-Fi.,Jessica meminta password Wi-Fi.,100
Jessica a demandé le mot de passe Wi-Fi.,Jessica actually password Wi-Fi. meminta,50
Jessica a demandé le mot de passe Wi-Fi.,Dia memulai harinya dengan secangkir kopi setiap pagi.,0
Jessica a perdu son portefeuille.,Jessica kehilangan dompetnya.,100
Jessica a perdu son portefeuille.,Jestica kehilangan dompetnya,50
Jessica a perdu son portefeuille.,Apakah bus berjalan pada hari Minggu?,0
Jessica a pris une autre tasse de café.,Jessica minum secangkir kopi lagi.,100
Jessica a pris une autre tasse de café.,lxgi. secangkir minum kopi maybe Jessica,50
Jessica a pris une autre tasse de café.,Apakah Anda sering pergi ke tempat karaoke?,0
John prend une photo de la vue par la fenêtre.,John mengambil foto pemandangan di luar jendela.,100
John prend une photo de la vue par la fenêtre.,jendela. John foto di mengambil pemandangan luar,50
John prend une photo de la vue par la fenêtre.,Tom tidak pergi bekerja hari ini.,0
Julie adorerait visiter le musée d'art.,Julie akan senang untuk mengunjungi museum seni.,100
Julie adorerait visiter le musée d'art.,untuk seni. really museum senang mengunjungi Julie akan,50
Julie adorerait visiter le musée d'art.,Proyek saya tertunda oleh satu hari.,0
Kelly a pris la dernière photo.,Kelly mengambil foto terakhir.,100
Kelly a pris la dernière photo.,foto terakhir. Kelly mengambil,50
Kelly a pris la dernière photo.,Saya mengelompokkan kesalahan utama ke dalam beberapa kategori.,0
Kelly a oublié d'éteindre les lumières.,Kelly lupa mematikan lampu.,100
Kelly a oublié d'éteindre les lumières.,Ktlly lampu. lapa Ktlly mematikan,50
Kelly a oublié d'éteindre les lumières.,Apakah hari ini akan hujan?,0
Kelly veut acheter des chaussures.,Kelly ingin membeli sepatu.,100
Kelly veut acheter des chaussures.,"Kelly ingin ingin membeli sepatu,",50
Kelly veut acheter des chaussures.,Laporan ini jatuh tempo pada 5 Januari.,0
Kelly l'a posté sur Instagram.,Kelly mempostingnya di Instagram.,100
Kelly l'a posté sur Instagram.,"Kelly mempostingnya di in fact Instagram,",50
Kelly l'a posté sur Instagram.,Sophia tampaknya berada dalam suasana hati yang besar hari ini.,0
Kelly va s'asseoir.,Kelly akan mengambil tempat duduknya.,100
Kelly va s'asseoir.,aksn mengambil tempat duduksya.,50
Kelly va s'asseoir.,Saat ini aku sedang mendengarkan musik.,0
Kelly dansait.,Kelly menari.,100
Kelly dansait.,Kwlly,50
Kelly dansait.,Aku juga memesan makanan penutup.,0
Kelly a utilisé une application de traduction.,Kelly menggunakan aplikasi terjemahan.,100
Kelly a utilisé une application de traduction.,aplikasi mebggunakan terjemahan. sort of Kqlly,50
Kelly a utilisé une application de traduction.,Aku membeli makan siang hari ini.,0
Kelly est une grande fan des piscines de l'hôtel.,Kelly penggemar berat kolam renang hotel.,100
Kelly est une grande fan des piscines de l'hôtel.,"beeat renang hotel,",50
Kelly est une grande fan des piscines de l'hôtel.,Film apa yang kau suka?,0
Mark a demandé de l'aide.,Mark meminta bantuan.,100
Mark a demandé de l'aide.,Mark meminta bantuan,50
Mark a demandé de l'aide.,Aku kehilangan tiket pesawatku.,0
Mark a aussi commandé des desserts supplémentaires.,Mark juga memesan beberapa makanan penutup tambahan.,100
Mark a aussi commandé des desserts supplémentaires.,juga memesan beberapa makanan tambahan.,50
Mark a aussi commandé des desserts supplémentaires.,Dia menyalakan navigasi.,0
Mark aime prendre des photos.,Mark senang mengambil gambar.,100
Mark aime prendre des photos.,Mark in fact senang mengambil gambar.,50
Mark aime prendre des photos.,Aku akan pulang akhir pekan ini.,0
Mark est allé se promener le matin après son réveil.,Mark pergi berjalan-jalan di pagi hari setelah bangun.,100
Mark est allé se promener le matin après son réveil.,setelah maybe Mark pagi pergi hari di bangun. berjalan-jalan,50
Mark est allé se promener le matin après son réveil.,Aku suka pizzanya.,0
Mark est sur un appel vidéo.,Mark ada di video call.,100
Mark est sur un appel vidéo.,Mark Mark ada di video call.,50
Mark est sur un appel vidéo.,Apa kau sudah minum obatmu?,0
Mark se lèvera tôt pour faire du jogging.,Mark akan bangun pagi-pagi untuk pergi joging.,100
Mark se lèvera tôt pour faire du jogging.,pergi unluk Mark bantun pagi-pagi joging. akan,50
Mark se lèvera tôt pour faire du jogging.,Ella adalah pembaca besar.,0
Mark aime le gâteau.,Mark suka kue.,100
Mark aime le gâteau.,Mark suea suka kue.,50
Mark aime le gâteau.,Silakan kirim daftar peserta terakhir.,0
La batterie du téléphone de Mark est morte.,Baterai telepon Mark mati.,100
La batterie du téléphone de Mark est morte.,"Baterai telepon Mark mati,",50
La batterie du téléphone de Mark est morte.,Apakah Anda memeriksa email Anda?,0
Sarah collectionne les souvenirs.,Sarah mengoleksi suvenir.,100
Sarah collectionne les souvenirs.,"Ssrah mengoleksi suvenir,",50
Sarah collectionne les souvenirs.,Dia membeli pakaian baru.,0
Sarah veut revenir.,Sarah ingin kembali.,100
Sarah veut revenir.,Sarah kembali.,50
Sarah veut revenir.,Bisakah aku pulang lebih awal hari ini?,0
Sarah n'a jamais pris l'avion.,Sarah belum pernah terbang sebelumnya.,100
Sarah n'a jamais pris l'avion.,belum pernah terbang sebelumnya.,50
Sarah n'a jamais pris l'avion.,Ibuku mengirimiku surat.,0
Sarah discute avec son amie.,Sarah sedang mengobrol dengan temannya.,100
Sarah discute avec son amie.,Sarah sedang kind of dengan temannya. mengobrol,50
Sarah discute avec son amie.,Aku akan memindahkan agenda ini ke pertemuan minggu depan.,0
Pourriez-vous me faire une petite réduction sur le prix ?,Bisakah Anda mungkin memberi saya sedikit diskon pada harga?,100
Pourriez-vous me faire une petite réduction sur le prix ?,memberi Bisakah harga? saya pada sedikit diskon mungkin Anda,50
Pourriez-vous me faire une petite réduction sur le prix ?,Ayahku membaca koran setiap pagi.,0
Avez-vous une visite guidée disponible ?,Apakah Anda memiliki tur panduan yang tersedia?,100
Avez-vous une visite guidée disponible ?,Apakah Anda memiliki tur in,50
Avez-vous une visite guidée disponible ?,Perusahaan kami telah memutuskan untuk memberikan tugas praktek selama wawancara.,0
Où est la station la plus proche ?,Di mana stasiun terdekat?,100
Où est la station la plus proche ?,Di mrna rgally stasiun terdekat?,50
Où est la station la plus proche ?,Menurutmu magnet itu cantik?,0
Où est la banque la plus proche ?,Dimana bank terdekat?,100
Où est la banque la plus proche ?,Dimana bank ttrdekat,50
Où est la banque la plus proche ?,Ayahku mengajariku cara mengemudi.,0
Où sont les toilettes les plus proches ?,Dimana toilet terdekat?,100
Où sont les toilettes les plus proches ?,"toilet terdekat, Dimana",50
Où sont les toilettes les plus proches ?,Dapatkah jadwal ini dilakukan secara online sepenuhnya?,0
Quel est le numéro de la porte ?,Berapa nomor gerbangnya?,100
Quel est le numéro de la porte ?,Berapa Berapa nomor gerbangnya,50
Quel est le numéro de la porte ?,Aku makan sandwich untuk makan siang.,0
"Puis-je avoir la facture, s'il vous plaît ?","Bisakah saya mendapatkan tagihan, please?",100
"Puis-je avoir la facture, s'il vous plaît ?",Bisakah saya actually mendapatkan tagihan plkase?,50
"Puis-je avoir la facture, s'il vous plaît ?",Bisakah kita menariknya ke minggu ini?,0
"S'il vous plaît, donnez-moi la facture.",Tolong berikan tagihannya.,100
"S'il vous plaît, donnez-moi la facture.",Tolong berikan tagihannya.,50
"S'il vous plaît, donnez-moi la facture.",Apakah Anda mencari untuk membeli beberapa pakaian?,0
"Puis-je avoir la facture, s'il vous plaît ?","Bisakah saya mendapatkan tagihan, please?",100
"Puis-je avoir la facture, s'il vous plaît ?","please? saya mendapatkan tagihan,",50
"Puis-je avoir la facture, s'il vous plaît ?",Penerbanganku tertunda.,0
Où puis-je prendre le bus pour l'aéroport ?,Di mana saya bisa naik bus ke bandara?,100
Où puis-je prendre le bus pour l'aéroport ?,"Di mana saya bisa naik bus ke bandara,",50
Où puis-je prendre le bus pour l'aéroport ?,Dia benar-benar mendengarkan apa yang harus saya katakan.,0
D'où part le bus de l'aéroport ?,Dari mana bus bandara berangkat?,100
D'où part le bus de l'aéroport ?,Dari mana bus banmara berangklt?,50
D'où part le bus de l'aéroport ?,Silakan kirim email penyelesaian ke klien.,0
Emmenez-moi à l'aéroport.,Tolong antar aku ke bandara.,100
Emmenez-moi à l'aéroport.,Tolong antar aku ke bandara,50
Emmenez-moi à l'aéroport.,Aku ingin bertukar tempat duduk.,0
Pourriez-vous m'emmener à l'aéroport ?,Apa kau bisa mengantarku ke bandara?,100
Pourriez-vous m'emmener à l'aéroport ?,Apa kau ke bandara?,50
Pourriez-vous m'emmener à l'aéroport ?,Aku merasa tidak enak badan hari ini.,0
Tu peux m'emmener à l'aéroport ?,Bisa antar aku ke bandara?,100
Tu peux m'emmener à l'aéroport ?,Bisa antar aku ke really bandara?,50
Tu peux m'emmener à l'aéroport ?,Dia meminjam handuk.,0
Combien de temps ça prend à l'aéroport ?,Berapa lama waktu yang dibutuhkan ke bandara?,100
Combien de temps ça prend à l'aéroport ?,Berapa lama waktu yang dibutuhkan ke,50
Combien de temps ça prend à l'aéroport ?,Aku punya banyak janji untuk minggu ini.,0
Combien de temps ça prend pour aller à l'aéroport ?,Berapa lama waktu yang dibutuhkan untuk sampai ke bandara?,100
Combien de temps ça prend pour aller à l'aéroport ?,untuk bandara? waktu lama actually dibutuhkan,50
Combien de temps ça prend pour aller à l'aéroport ?,"Ada apa, kenapa kau menangis?",0
Vous avez besoin d'une carte de transport ?,Kau butuh kartu transportasi?,100
Vous avez besoin d'une carte de transport ?,transportasi? kartu Kau butph,50
Vous avez besoin d'une carte de transport ?,Saya tiba pada tanggal 10 Oktober.,0
Je peux l'échanger ?,Dapatkah saya menukarnya?,100
Je peux l'échanger ?,Dapatkah saya saya menukarnya,50
Je peux l'échanger ?,Apakah Anda akan sibuk sepanjang pagi?,0
Je peux l'échanger ?,Dapatkah saya menukarnya?,100
Je peux l'échanger ?,saya menukarnya? Dapatkah,50
Je peux l'échanger ?,Dimana toko obat?,0
Elle a un rhume.,Dia terkena flu.,100
Elle a un rhume.,Dia actually terkena flu,50
Elle a un rhume.,Laporannya jatuh tempo pada 10 Juni.,0
Elle s'est promenée le long de la rivière.,Dia berjalan di sepanjang tepi sungai.,100
Elle s'est promenée le long de la rivière.,Dia di berjalan sepanjang sungai tjpi,50
Elle s'est promenée le long de la rivière.,Sudahkah Anda memeriksa konten yang diperbarui?,0
Elle cherche la porte.,Dia mencari pintu gerbang.,100
Elle cherche la porte.,Dia mencrri really pintu gerbang.,50
Elle cherche la porte.,Workshop berlangsung dari 3 Mei hingga 5 Mei.,0
Elle a demandé à la police.,Dia bertanya kepada polisi tentang hal itu.,100
Elle a demandé à la police.,hal Dia bertanya tentang polisi in,50
